recommender,tourist_id,sequence,primary_interests,budget,mobility_mode,crowd_aversion,sustainability_sensitivity,recommended_pois,recommended_districts,chosen_poi,chosen_district,precision_at_k,hit,recall_at_k,diversity_at_k,novelty_at_k,avg_recommended_sustainability,run
popularity,12,1,beach|museums|family,25.0,walking,0.5876012672822294,0.6285230112971136,Park Guell|Gothic Quarter|La Rambla|La Pedrera|Mercat de la Boqueria,Gracia|Ciutat Vella|Ciutat Vella|Eixample|Ciutat Vella,Park Guell,Gracia,0.4,1,0.10526315789473684,0.8400000000000001,0.10799999999999998,0.47400000000000003,0
popularity,12,2,beach|museums|family,25.0,walking,0.5876012672822294,0.6285230112971136,Gothic Quarter|La Rambla|La Pedrera|Mercat de la Boqueria|Casa Batllo,Ciutat Vella|Ciutat Vella|Eixample|Ciutat Vella|Eixample,,,0.2,0,0.05263157894736842,0.7483333333333333,0.10400000000000001,0.434,0
popularity,13,0,beach|food|nightlife,15.0,public_transport,0.3147979014352082,0.26633380770489007,Park Guell|Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria,Gracia|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,Park Guell,Gracia,0.2,1,0.25,0.8,0.09,0.472,0
popularity,13,1,beach|food|nightlife,15.0,public_transport,0.3147979014352082,0.26633380770489007,Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,Gothic Quarter,Ciutat Vella,0.2,1,0.25,0.74,0.10800000000000001,0.434,0
popularity,13,2,beach|food|nightlife,15.0,public_transport,0.3147979014352082,0.26633380770489007,Sagrada Familia|La Rambla|Mercat de la Boqueria|Barcelona Cathedral|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,Sagrada Familia,Eixample,0.2,1,0.25,0.71,0.11800000000000002,0.446,0
popularity,14,0,museums|nature|family,25.0,public_transport,0.7927199157271605,0.45156624010680296,Sagrada Familia|Park Guell|Gothic Quarter|La Rambla|La Pedrera,Eixample|Gracia|Ciutat Vella|Ciutat Vella|Eixample,Park Guell,Gracia,0.4,1,0.08333333333333333,0.8150000000000001,0.08399999999999999,0.46399999999999997,0
popularity,14,1,museums|nature|family,25.0,public_transport,0.7927199157271605,0.45156624010680296,Sagrada Familia|La Pedrera|Gothic Quarter|La Rambla|Mercat de la Boqueria,Eixample|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,La Pedrera,Eixample,0.2,1,0.041666666666666664,0.7899999999999999,0.094,0.44000000000000006,0
popularity,14,2,museums|nature|family,25.0,public_transport,0.7927199157271605,0.45156624010680296,Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria|Casa Batllo,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,Sagrada Familia,Eixample,0.0,1,0.0,0.72,0.08600000000000001,0.43200000000000005,0
popularity,15,0,food|nightlife|beach,8.0,walking,0.8278607416857608,0.26537589545278933,Gothic Quarter|La Rambla|Park Guell|Mercat de la Boqueria|Sagrada Familia,Ciutat Vella|Ciutat Vella|Gracia|Ciutat Vella|Eixample,Gothic Quarter,Ciutat Vella,0.4,1,0.25,0.8,0.09,0.4720000000000001,0
popularity,15,1,food|nightlife|beach,8.0,walking,0.8278607416857608,0.26537589545278933,La Rambla|Mercat de la Boqueria|Park Guell|Sagrada Familia|Passeig de Gracia,Ciutat Vella|Ciutat Vella|Gracia|Eixample|Eixample,La Rambla,Ciutat Vella,0.2,1,0.125,0.8099999999999999,0.10200000000000001,0.47000000000000003,0
popularity,15,2,food|nightlife|beach,8.0,walking,0.8278607416857608,0.26537589545278933,Mercat de la Boqueria|Park Guell|Sagrada Familia|Passeig de Gracia|Barceloneta Beach,Ciutat Vella|Gracia|Eixample|Eixample|Ciutat Vella,Mercat de la Boqueria,Ciutat Vella,0.2,1,0.125,0.865,0.11400000000000002,0.514,0
popularity,16,0,architecture|museums|religion,25.0,public_transport,0.1918040721407718,0.18491089778185962,Sagrada Familia|Park Guell|Gothic Quarter|La Rambla|La Pedrera,Eixample|Gracia|Ciutat Vella|Ciutat Vella|Eixample,Park Guell,Gracia,0.8,1,0.15384615384615385,0.8150000000000001,0.08399999999999999,0.46399999999999997,0
popularity,16,1,architecture|museums|religion,25.0,public_transport,0.1918040721407718,0.18491089778185962,Sagrada Familia|La Pedrera|Gothic Quarter|La Rambla|Mercat de la Boqueria,Eixample|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,Gothic Quarter,Ciutat Vella,0.6,1,0.11538461538461539,0.7899999999999999,0.094,0.44000000000000006,0
popularity,16,2,architecture|museums|religion,25.0,public_transport,0.1918040721407718,0.18491089778185962,Sagrada Familia|La Rambla|La Pedrera|Mercat de la Boqueria|Casa Batllo,Eixample|Ciutat Vella|Eixample|Ciutat Vella|Eixample,La Rambla,Ciutat Vella,0.6,1,0.11538461538461539,0.7683333333333333,0.084,0.43600000000000005,0
popularity,17,0,beach|nature|family,15.0,walking,0.317352330450808,0.6090596221454794,Park Guell|Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria,Gracia|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,Park Guell,Gracia,0.2,1,0.047619047619047616,0.8,0.09,0.472,0
popularity,17,1,beach|nature|family,15.0,walking,0.317352330450808,0.6090596221454794,Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria|Barcelona Cathedral,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Ciutat Vella,Gothic Quarter,Ciutat Vella,0.0,1,0.0,0.67,0.10600000000000001,0.44800000000000006,0
popularity,17,2,beach|nature|family,15.0,walking,0.317352330450808,0.6090596221454794,Sagrada Familia|La Rambla|Mercat de la Boqueria|Barcelona Cathedral|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,La Rambla,Ciutat Vella,0.0,1,0.0,0.71,0.11800000000000002,0.446,0
popularity,18,0,shopping|food|nightlife,25.0,walking,0.26862013520993616,0.7318530364821718,Sagrada Familia|Park Guell|Gothic Quarter|La Rambla|La Pedrera,Eixample|Gracia|Ciutat Vella|Ciutat Vella|Eixample,Sagrada Familia,Eixample,0.2,1,0.1,0.8150000000000001,0.08399999999999999,0.46399999999999997,0
popularity,18,1,shopping|food|nightlife,25.0,walking,0.26862013520993616,0.7318530364821718,Park Guell|Gothic Quarter|La Rambla|La Pedrera|Mercat de la Boqueria,Gracia|Ciutat Vella|Ciutat Vella|Eixample|Ciutat Vella,Park Guell,Gracia,0.4,1,0.2,0.8400000000000001,0.10799999999999998,0.47400000000000003,0
popularity,18,2,shopping|food|nightlife,25.0,walking,0.26862013520993616,0.7318530364821718,Gothic Quarter|La Pedrera|La Rambla|Mercat de la Boqueria|Casa Batllo,Ciutat Vella|Eixample|Ciutat Vella|Ciutat Vella|Eixample,Gothic Quarter,Ciutat Vella,0.4,1,0.2,0.7483333333333333,0.10400000000000001,0.434,0
popularity,19,0,food|architecture|history,0.0,walking,0.707632919989116,0.7919571601831398,Gothic Quarter|La Rambla|Mercat de la Boqueria|Passeig de Gracia|Barceloneta Beach,Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample|Ciutat Vella,Gothic Quarter,Ciutat Vella,0.4,1,0.16666666666666666,0.795,0.14200000000000002,0.458,0
popularity,19,1,food|architecture|history,0.0,walking,0.707632919989116,0.7919571601831398,La Rambla|Mercat de la Boqueria|Passeig de Gracia|Barceloneta Beach|Park Guell,Ciutat Vella|Ciutat Vella|Eixample|Ciutat Vella|Gracia,La Rambla,Ciutat Vella,0.4,1,0.16666666666666666,0.835,0.136,0.49400000000000005,0
popularity,19,2,food|architecture|history,0.0,walking,0.707632919989116,0.7919571601831398,Mercat de la Boqueria|Passeig de Gracia|Barceloneta Beach|Park Guell|Sagrada Familia,Ciutat Vella|Eixample|Ciutat Vella|Gracia|Eixample,Mercat de la Boqueria,Ciutat Vella,0.6,1,0.25,0.865,0.11400000000000002,0.514,0
popularity,20,0,architecture|history|shopping,15.0,taxi,0.3657473487116376,0.2958224824000872,Park Guell|Gothic Quarter|Sagrada Familia|La Rambla|Mercat de la Boqueria,Gracia|Ciutat Vella|Eixample|Ciutat Vella|Ciutat Vella,Park Guell,Gracia,0.4,1,0.3333333333333333,0.8,0.09,0.472,0
popularity,20,1,architecture|history|shopping,15.0,taxi,0.3657473487116376,0.2958224824000872,Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,Gothic Quarter,Ciutat Vella,0.6,1,0.5,0.74,0.10800000000000001,0.434,0
popularity,20,2,architecture|history|shopping,15.0,taxi,0.3657473487116376,0.2958224824000872,Sagrada Familia|La Rambla|Mercat de la Boqueria|Barcelona Cathedral|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,La Rambla,Ciutat Vella,0.6,1,0.5,0.71,0.11800000000000002,0.446,0
popularity,21,0,architecture|history|food,15.0,public_transport,0.6799921317320302,0.5123156383070854,Park Guell|Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria,Gracia|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,Park Guell,Gracia,0.6,1,0.11538461538461539,0.8,0.09,0.472,0
popularity,21,1,architecture|history|food,15.0,public_transport,0.6799921317320302,0.5123156383070854,Sagrada Familia|Gothic Quarter|La Rambla|Mercat de la Boqueria|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,Gothic Quarter,Ciutat Vella,0.8,1,0.15384615384615385,0.74,0.10800000000000001,0.434,0
popularity,21,2,architecture|history|food,15.0,public_transport,0.6799921317320302,0.5123156383070854,Sagrada Familia|La Rambla|Mercat de la Boqueria|Barcelona Cathedral|Passeig de Gracia,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,La Rambla,Ciutat Vella,0.8,1,0.15384615384615385,0.71,0.11800000000000002,0.446,0
popularity,22,0,nature|beach|nightlife,25.0,public_transport,0.5766209896617042,0.90229489708791,Sagrada Familia|Park Guell|Gothic Quarter|La Rambla|La Pedrera,Eixample|Gracia|Ciutat Vella|Ciutat Vella|Eixample,Sagrada Familia,Eixample,0.6,1,0.1111111111111111,0.8150000000000001,0.08399999999999999,0.46399999999999997,0
popularity,22,1,nature|beach|nightlife,25.0,public_transport,0.5766209896617042,0.90229489708791,Park Guell|Gothic Quarter|La Rambla|La Pedrera|Mercat de la Boqueria,Gracia|Ciutat Vella|Ciutat Vella|Eixample|Ciutat Vella,Park Guell,Gracia,0.6,1,0.1111111111111111,0.8400000000000001,0.10799999999999998,0.47400000000000003,0
popularity,22,2,nature|beach|nightlife,25.0,public_transport,0.5766209896617042,0.90229489708791,La Pedrera|Gothic Quarter|La Rambla|Mercat de la Boqueria|Casa Batllo,Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella|Eixample,La Rambla,Ciutat Vella,0.4,1,0.07407407407407407,0.7483333333333333,0.10400000000000001,0.434,0
popularity,23,0,museums|history|religion,40.0,public_transport,0.8035714230015393,0.10540172263999376,Sagrada Familia|Casa Batllo|Park Guell|La Pedrera|Gothic Quarter,Eixample|Eixample|Gracia|Eixample|Ciutat Vella,Sagrada Familia,Eixample,0.6,1,0.14285714285714285,0.6483333333333333,0.072,0.47800000000000004,0
popularity,23,1,museums|history|religion,40.0,public_transport,0.8035714230015393,0.10540172263999376,Casa Batllo|Park Guell|La Pedrera|Gothic Quarter|La Rambla,Eixample|Gracia|Eixample|Ciutat Vella|Ciutat Vella,Casa Batllo,Eixample,0.4,1,0.09523809523809523,0.7733333333333333,0.094,0.458,0
popularity,23,2,museums|history|religion,40.0,public_transport,0.8035714230015393,0.10540172263999376,Park Guell|La Pedrera|Gothic Quarter|La Rambla|Mercat de la Boqueria,Gracia|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,La Pedrera,Eixample,0.2,1,0.047619047619047616,0.8399999999999999,0.10799999999999998,0.47400000000000003,0
popularity,24,0,history|food|nature,40.0,public_transport,0.33160703901120137,0.1122338819117441,Sagrada Familia|Casa Batllo|Park Guell|La Pedrera|Gothic Quarter,Eixample|Eixample|Gracia|Eixample|Ciutat Vella,Sagrada Familia,Eixample,0.0,1,0.0,0.6483333333333333,0.072,0.47800000000000004,0
popularity,24,1,history|food|nature,40.0,public_transport,0.33160703901120137,0.1122338819117441,Casa Batllo|Park Guell|La Pedrera|Gothic Quarter|La Rambla,Eixample|Gracia|Eixample|Ciutat Vella|Ciutat Vella,Casa Batllo,Eixample,0.0,1,0.0,0.7733333333333333,0.094,0.458,0
popularity,24,2,history|food|nature,40.0,public_transport,0.33160703901120137,0.1122338819117441,Park Guell|La Pedrera|Gothic Quarter|La Rambla|Mercat de la Boqueria,Gracia|Eixample|Ciutat Vella|Ciutat Vella|Ciutat Vella,Park Guell,Gracia,0.0,1,0.0,0.8399999999999999,0.10799999999999998,0.47400000000000003,0
popularity,25,0,museums|religion|nature,8.0,public_transport,0.7877746978076471,0.09187061864233524,Gothic Quarter|La Rambla|Park Guell|Mercat de la Boqueria|Sagrada Familia,Ciutat Vella|Ciutat Vella|Gracia|Ciutat Vella|Eixample,Gothic Quarter,Ciutat Vella,0.2,1,0.047619047619047616,0.8,0.09,0.4720000000000001,0
popularity,25,1,museums|religion|nature,8.0,public_transport,0.7877746978076471,0.09187061864233524,La Rambla|Mercat de la Boqueria|Park Guell|Sagrada Familia|Passeig de Gracia,Ciutat Vella|Ciutat Vella|Gracia|Eixample|Eixample,La Rambla,Ciutat Vella,0.4,1,0.09523809523809523,0.8099999999999999,0.10200000000000001,0.47000000000000003,0
popularity,25,2,museums|religion|nature,8.0,public_transport,0.7877746978076471,0.09187061864233524,Mercat de la Boqueria|Park Guell|Sagrada Familia|Passeig de Gracia|Barceloneta Beach,Ciutat Vella|Gracia|Eixample|Eixample|Ciutat Vella,Mercat de la Boqueria,Ciutat Vella,0.6,1,0.14285714285714285,0.865,0.11400000000000002,0.514,0
popularity,26,0,food|nightlife|shopping,8.0,public_transport,0.5953942069938587,0.832001674975397,Gothic Quarter|La Rambla|Mercat de la Boqueria|Park Guell|Sagrada Familia,Ciutat Vella|Ciutat Vella|Ciutat Vella|Gracia|Eixample,Gothic Quarter,Ciutat Vella,0.2,1,0.3333333333333333,0.8,0.09,0.4720000000000001,0
popularity,26,1,food|nightlife|shopping,8.0,public_transport,0.5953942069938587,0.832001674975397,La Rambla|Mercat de la Boqueria|Park Guell|Sagrada Familia|Passeig de Gracia,Ciutat Vella|Ciutat Vella|Gracia|Eixample|Eixample,La Rambla,Ciutat Vella,0.2,1,0.3333333333333333,0.8099999999999999,0.10200000000000001,0.47000000000000003,0
